StName,Az(deg),EpDis(deg),NumMatPha,Loc(km),SubDivDep(km), Rms(s),MinRms(s)
ST0,210.0,0.90,"[15.0, 12.0, 14.0, 10.0, 8.0, 10.0, 13.0, 12.0, 14.0, 14.0, 13.0, 20.0, 20.0, 20.0, 20.0, 10.0, 7.0, 10.0, 10.0, 9.0, 5.0, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 7.0, 6.0, 6.0]",13.50,"[13.0, 13.1, 13.2, 13.299999999999999, 13.399999999999999, 13.499999999999998, 13.599999999999998, 13.699999999999998, 13.799999999999997, 13.899999999999997, 13.999999999999996, 14.099999999999996, 14.199999999999996, 14.299999999999995, 14.399999999999995, 14.499999999999995, 14.599999999999994, 14.699999999999994, 14.799999999999994, 14.899999999999993]","[0.1193543245145734, 0.10867778848059025, 0.09906831755526091, 0.0910265611328287, 0.08553833823575163, 0.0840411029142513, 0.08630816535066048, 0.09107169964382232, 0.09764148023583097, 0.1056653654351739, 0.1148934260494343, 0.12512513817139911, 0.13616101479795553, 0.1478564151768825, 0.1600859286004786, 0.1727482776852172, 0.1857625357741739, 0.1990643180489935, 0.2126024042546003, 0.22633593170652747]",0.08
ST1,30.0,0.90,"[15.0, 12.0, 14.0, 10.0, 8.0, 10.0, 13.0, 12.0, 14.0, 14.0, 13.0, 20.0, 20.0, 20.0, 20.0, 10.0, 7.0, 10.0, 10.0, 9.0, 5.0, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 7.0, 6.0, 6.0]",13.50,"[13.0, 13.1, 13.2, 13.299999999999999, 13.399999999999999, 13.499999999999998, 13.599999999999998, 13.699999999999998, 13.799999999999997, 13.899999999999997, 13.999999999999996, 14.099999999999996, 14.199999999999996, 14.299999999999995, 14.399999999999995, 14.499999999999995, 14.599999999999994, 14.699999999999994, 14.799999999999994, 14.899999999999993]","[0.1193543245145734, 0.10867778848059025, 0.09906831755526091, 0.0910265611328287, 0.08553833823575163, 0.0840411029142513, 0.08630816535066048, 0.09107169964382232, 0.09764148023583097, 0.1056653654351739, 0.1148934260494343, 0.12512513817139911, 0.13616101479795553, 0.1478564151768825, 0.1600859286004786, 0.1727482776852172, 0.1857625357741739, 0.1990643180489935, 0.2126024042546003, 0.22633593170652747]",0.08
